method,algorithm,k,seed,silhouette
UMAP,GMM,5,8095,0.47133442759513855
UMAP,Agglomerative,5,8095,0.42332175374031067
UMAP,Spectral,5,8095,0.482590913772583
UMAP,KMeans,6,8095,0.43871623277664185
UMAP,GMM,6,8095,0.3611268103122711
UMAP,Agglomerative,6,8095,0.3842739164829254
UMAP,Spectral,6,8095,0.43315714597702026
MDS,KMeans,4,8095,0.38381799796656096
MDS,GMM,4,8095,0.38390343584053743
MDS,Agglomerative,4,8095,0.38463094308208884
MDS,Spectral,4,8095,0.24675523232784702
MDS,KMeans,5,8095,0.40714633929320965
MDS,GMM,5,8095,0.38605511923225455
MDS,Agglomerative,5,8095,0.4075910444576013
MDS,Spectral,5,8095,0.25571483922135235
MDS,KMeans,6,8095,0.4007989617620988
MDS,GMM,6,8095,0.4084502548374073
MDS,Agglomerative,6,8095,0.4129614733983939
MDS,Spectral,6,8095,0.23844122005400986
PCA,KMeans,4,2407,0.4863809316534468
PCA,GMM,4,2407,0.41986029057574326
PCA,Agglomerative,4,2407,0.48765134424796924
PCA,Spectral,4,2407,0.35808749973959464
PCA,KMeans,5,2407,0.5551844750384182
PCA,GMM,5,2407,0.12339455289482867
PCA,Agglomerative,5,2407,0.5521963523374787
PCA,Spectral,5,2407,0.3193613881228527
PCA,KMeans,6,2407,0.56555838535161
PCA,GMM,6,2407,0.3450114327451788
PCA,Agglomerative,6,2407,0.5639881437960454
PCA,Spectral,6,2407,0.2875621523225612
UMAP,KMeans,4,2407,0.481190949678421
UMAP,GMM,4,2407,0.47484061121940613
UMAP,Agglomerative,4,2407,0.4605184495449066
UMAP,Spectral,4,2407,0.481190949678421
UMAP,KMeans,5,2407,0.48310387134552
UMAP,GMM,5,2407,0.4875701069831848
UMAP,Agglomerative,5,2407,0.4765931963920593
UMAP,Spectral,5,2407,0.4904709756374359
UMAP,KMeans,6,2407,0.4394533634185791
UMAP,GMM,6,2407,0.43129825592041016
UMAP,Agglomerative,6,2407,0.431257039308548
UMAP,Spectral,6,2407,0.427501916885376
MDS,KMeans,4,2407,0.39050819832417333
MDS,GMM,4,2407,0.3813504436471837
MDS,Agglomerative,4,2407,0.3870879459372796
MDS,Spectral,4,2407,0.26656747543371634
MDS,KMeans,5,2407,0.39785915983386066
MDS,GMM,5,2407,0.3880951599752184
MDS,Agglomerative,5,2407,0.40363130531075797
MDS,Spectral,5,2407,0.24887331048387915
MDS,KMeans,6,2407,0.40400742828533304
MDS,GMM,6,2407,0.40659958537684804
MDS,Agglomerative,6,2407,0.4088487718849066
MDS,Spectral,6,2407,0.22413854669980887
PCA,KMeans,4,9991,0.4863809316534468
PCA,GMM,4,9991,0.41986029057574326
PCA,Agglomerative,4,9991,0.48765134424796924
PCA,Spectral,4,9991,0.35808749973959464
PCA,KMeans,5,9991,0.5522535704424655
PCA,GMM,5,9991,0.12339455289482867
PCA,Agglomerative,5,9991,0.5521963523374787
PCA,Spectral,5,9991,0.3193613881228527
PCA,KMeans,6,9991,0.5680426055994776
PCA,GMM,6,9991,0.3450114327451788
PCA,Agglomerative,6,9991,0.5639881437960454
PCA,Spectral,6,9991,0.2875621523225612
UMAP,KMeans,4,9991,0.46498578786849976
UMAP,GMM,4,9991,0.4376871883869171
UMAP,Agglomerative,4,9991,0.4424809217453003
UMAP,Spectral,4,9991,0.4556155800819397
UMAP,KMeans,5,9991,0.45373663306236267
UMAP,GMM,5,9991,0.41481584310531616
UMAP,Agglomerative,5,9991,0.44109630584716797
UMAP,Spectral,5,9991,0.45253047347068787
UMAP,KMeans,6,9991,0.4454418122768402
UMAP,GMM,6,9991,0.40609514713287354
UMAP,Agglomerative,6,9991,0.4050024449825287
UMAP,Spectral,6,9991,0.4391016662120819
MDS,KMeans,4,9991,0.39191527292008366
MDS,GMM,4,9991,0.5928894939364732
MDS,Agglomerative,4,9991,0.38862972517095695
MDS,Spectral,4,9991,0.27302668487498716
MDS,KMeans,5,9991,0.405474242809308
MDS,GMM,5,9991,0.38754522714427947
MDS,Agglomerative,5,9991,0.3984301403838656
MDS,Spectral,5,9991,0.24874281486377273
MDS,KMeans,6,9991,0.4096718206152449
MDS,GMM,6,9991,0.381906517468974
MDS,Agglomerative,6,9991,0.4052623380162474
MDS,Spectral,6,9991,0.2576201911458453
PCA,KMeans,4,5201,0.4863809316534468
PCA,GMM,4,5201,0.10630886691310956
PCA,Agglomerative,4,5201,0.48765134424796924
PCA,Spectral,4,5201,0.35808749973959464
PCA,KMeans,5,5201,0.5527002547905504
PCA,GMM,5,5201,0.28144686719768014
PCA,Agglomerative,5,5201,0.5521963523374787
PCA,Spectral,5,5201,0.3193613881228527
PCA,KMeans,6,5201,0.5680426055994776
PCA,GMM,6,5201,0.3450114327451788
PCA,Agglomerative,6,5201,0.5639881437960454
PCA,Spectral,6,5201,0.2875621523225612
UMAP,KMeans,4,5201,0.4760800004005432
UMAP,GMM,4,5201,0.42489147186279297
UMAP,Agglomerative,4,5201,0.4329889416694641
UMAP,Spectral,4,5201,0.4462816119194031
UMAP,KMeans,5,5201,0.47643524408340454
UMAP,GMM,5,5201,0.4177781939506531
UMAP,Agglomerative,5,5201,0.4363415241241455
UMAP,Spectral,5,5201,0.44128182530403137
UMAP,KMeans,6,5201,0.459722638130188
UMAP,GMM,6,5201,0.41701287031173706
UMAP,Agglomerative,6,5201,0.4332689940929413
UMAP,Spectral,6,5201,0.4552065134048462
MDS,KMeans,4,5201,0.386239263517641
MDS,GMM,4,5201,0.3870932818032256
MDS,Agglomerative,4,5201,0.37164239864424764
MDS,Spectral,4,5201,0.26589732161166685
MDS,KMeans,5,5201,0.41007039838535075
MDS,GMM,5,5201,0.3802323816391086
MDS,Agglomerative,5,5201,0.3863007098923111
MDS,Spectral,5,5201,0.25672733449559004
MDS,KMeans,6,5201,0.4102506413086299
MDS,GMM,6,5201,0.40767299853297523
MDS,Agglomerative,6,5201,0.3947388315708951
MDS,Spectral,6,5201,0.23341272918869307
PCA,KMeans,4,3199,0.4863809316534468
PCA,GMM,4,3199,0.41986029057574326
PCA,Agglomerative,4,3199,0.48765134424796924
PCA,Spectral,4,3199,0.35808749973959464
PCA,KMeans,5,3199,0.5265791069468279
PCA,GMM,5,3199,0.2807689809786663
PCA,Agglomerative,5,3199,0.5521963523374787
PCA,Spectral,5,3199,0.3193613881228527
PCA,KMeans,6,3199,0.56555838535161
PCA,GMM,6,3199,0.3450114327451788
PCA,Agglomerative,6,3199,0.5639881437960454
PCA,Spectral,6,3199,0.2875621523225612
UMAP,KMeans,4,3199,0.4743078351020813
UMAP,GMM,4,3199,0.38710707426071167
UMAP,Agglomerative,4,3199,0.4758475422859192
UMAP,Spectral,4,3199,0.46906578540802
UMAP,KMeans,5,3199,0.4831033945083618
UMAP,GMM,5,3199,0.39682573080062866
UMAP,Agglomerative,5,3199,0.441721647977829
UMAP,Spectral,5,3199,0.48064056038856506
UMAP,KMeans,6,3199,0.4420795142650604
UMAP,GMM,6,3199,0.34699562191963196
UMAP,Agglomerative,6,3199,0.3803858458995819
UMAP,Spectral,6,3199,0.43770095705986023
MDS,KMeans,4,3199,0.3927594042403779
MDS,GMM,4,3199,0.5943413715718426
MDS,Agglomerative,4,3199,0.389572531497182
MDS,Spectral,4,3199,0.26059208597548367
MDS,KMeans,5,3199,0.4076709533038562
MDS,GMM,5,3199,0.3944990523073006
MDS,Agglomerative,5,3199,0.40904437968986473
MDS,Spectral,5,3199,0.2501587198928564
MDS,KMeans,6,3199,0.40572534446678077
MDS,GMM,6,3199,0.4034176081488867
MDS,Agglomerative,6,3199,0.4157849621923324
MDS,Spectral,6,3199,0.26758003350065535
PCA,KMeans,4,8476,0.4863809316534468
PCA,GMM,4,8476,0.41986029057574326
PCA,Agglomerative,4,8476,0.48765134424796924
PCA,Spectral,4,8476,0.35808749973959464
PCA,KMeans,5,8476,0.5281900232358612
PCA,GMM,5,8476,0.12339455289482867
PCA,Agglomerative,5,8476,0.5521963523374787
PCA,Spectral,5,8476,0.3193613881228527
PCA,KMeans,6,8476,0.5680426055994776
PCA,GMM,6,8476,0.3450114327451788
PCA,Agglomerative,6,8476,0.5639881437960454
PCA,Spectral,6,8476,0.2875621523225612
UMAP,KMeans,4,8476,0.4678453505039215
UMAP,GMM,4,8476,0.45126762986183167
UMAP,Agglomerative,4,8476,0.43398335576057434
UMAP,Spectral,4,8476,0.4627644717693329
UMAP,KMeans,5,8476,0.4650366008281708
UMAP,GMM,5,8476,0.40596309304237366
UMAP,Agglomerative,5,8476,0.4150812029838562
UMAP,Spectral,5,8476,0.4353195130825043
UMAP,KMeans,6,8476,0.45306551456451416
UMAP,GMM,6,8476,0.38380977511405945
UMAP,Agglomerative,6,8476,0.45166805386543274
UMAP,Spectral,6,8476,0.43045467138290405
MDS,KMeans,4,8476,0.3920104788819715
MDS,GMM,4,8476,0.5932023995368196
MDS,Agglomerative,4,8476,0.39092064143505223
MDS,Spectral,4,8476,0.2703316342666816
MDS,KMeans,5,8476,0.4168607977800564
MDS,GMM,5,8476,0.39227171714403586
MDS,Agglomerative,5,8476,0.408216008973028
MDS,Spectral,5,8476,0.24790893349364201
MDS,KMeans,6,8476,0.39058154885007246
MDS,GMM,6,8476,0.38551348602403485
MDS,Agglomerative,6,8476,0.41284227380324856
MDS,Spectral,6,8476,0.24874956441710458
PCA,KMeans,4,1813,0.4863809316534468
PCA,GMM,4,1813,0.10630886691310956
PCA,Agglomerative,4,1813,0.48765134424796924
PCA,Spectral,4,1813,0.35808749973959464
PCA,KMeans,5,1813,0.545830995562351
PCA,GMM,5,1813,0.12339455289482867
PCA,Agglomerative,5,1813,0.5521963523374787
PCA,Spectral,5,1813,0.3193613881228527
PCA,KMeans,6,1813,0.5680426055994776
PCA,GMM,6,1813,0.3450114327451788
PCA,Agglomerative,6,1813,0.5639881437960454
PCA,Spectral,6,1813,0.2875621523225612
UMAP,KMeans,4,1813,0.45255768299102783
UMAP,GMM,4,1813,0.4428943991661072
UMAP,Agglomerative,4,1813,0.4367969036102295
UMAP,Spectral,4,1813,0.41611528396606445
UMAP,KMeans,5,1813,0.47641581296920776
UMAP,GMM,5,1813,0.45310184359550476
UMAP,Agglomerative,5,1813,0.4289894700050354
UMAP,Spectral,5,1813,0.46858230233192444
UMAP,KMeans,6,1813,0.4197249710559845
UMAP,GMM,6,1813,0.3916139006614685
UMAP,Agglomerative,6,1813,0.3875246047973633
UMAP,Spectral,6,1813,0.412631094455719
MDS,KMeans,4,1813,0.38978614047140914
MDS,GMM,4,1813,0.3805600264253054
MDS,Agglomerative,4,1813,0.38745975462486293
MDS,Spectral,4,1813,0.2664419748814533
MDS,KMeans,5,1813,0.41185322189343054
MDS,GMM,5,1813,0.37699642274715295
MDS,Agglomerative,5,1813,0.404578876617116
MDS,Spectral,5,1813,0.24641737393618643
MDS,KMeans,6,1813,0.3987557870061543
MDS,GMM,6,1813,0.3979201594321377
MDS,Agglomerative,6,1813,0.4089135024945735
MDS,Spectral,6,1813,0.21727272900002187
PCA,KMeans,4,4654,0.4863809316534468
PCA,GMM,4,4654,0.41986029057574326
PCA,Agglomerative,4,4654,0.48765134424796924
PCA,Spectral,4,4654,0.35808749973959464
PCA,KMeans,5,4654,0.5281900232358612
PCA,GMM,5,4654,0.2807689809786663
PCA,Agglomerative,5,4654,0.5521963523374787
PCA,Spectral,5,4654,0.3193613881228527
PCA,KMeans,6,4654,0.5680426055994776
PCA,GMM,6,4654,0.3450114327451788
PCA,Agglomerative,6,4654,0.5639881437960454
PCA,Spectral,6,4654,0.2875621523225612
UMAP,KMeans,4,4654,0.4606829583644867
UMAP,GMM,4,4654,0.4524145722389221
UMAP,Agglomerative,4,4654,0.413134902715683
UMAP,Spectral,4,4654,0.4430345594882965
UMAP,KMeans,5,4654,0.469961941242218
UMAP,GMM,5,4654,0.3964512348175049
UMAP,Agglomerative,5,4654,0.43728896975517273
UMAP,Spectral,5,4654,0.46490079164505005
UMAP,KMeans,6,4654,0.44166865944862366
UMAP,GMM,6,4654,0.42289963364601135
UMAP,Agglomerative,6,4654,0.41169026494026184
UMAP,Spectral,6,4654,0.4198674261569977
MDS,KMeans,4,4654,0.3922234970743237
MDS,GMM,4,4654,0.5945206226603561
MDS,Agglomerative,4,4654,0.3899442680332496
MDS,Spectral,4,4654,0.24874573555222923
MDS,KMeans,5,4654,0.40707713509415644
MDS,GMM,5,4654,0.39997782309731317
MDS,Agglomerative,5,4654,0.4087872813551686
MDS,Spectral,5,4654,0.2522422928558391
MDS,KMeans,6,4654,0.4117834467964706
MDS,GMM,6,4654,0.40632191812491214
MDS,Agglomerative,6,4654,0.4151001554867508
MDS,Spectral,6,4654,0.2558510212132385
PCA,KMeans,4,3627,0.4863809316534468
PCA,GMM,4,3627,0.41986029057574326
PCA,Agglomerative,4,3627,0.48765134424796924
PCA,Spectral,4,3627,0.35808749973959464
PCA,KMeans,5,3627,0.5281900232358612
PCA,GMM,5,3627,0.12339455289482867
PCA,Agglomerative,5,3627,0.5521963523374787
PCA,Spectral,5,3627,0.3193613881228527
PCA,KMeans,6,3627,0.5668289329928428
PCA,GMM,6,3627,0.3450114327451788
PCA,Agglomerative,6,3627,0.5639881437960454
PCA,Spectral,6,3627,0.2875621523225612
UMAP,KMeans,4,3627,0.47168076038360596
UMAP,GMM,4,3627,0.4712884724140167
UMAP,Agglomerative,4,3627,0.455345094203949
UMAP,Spectral,4,3627,0.451745867729187
UMAP,KMeans,5,3627,0.4938388764858246
UMAP,GMM,5,3627,0.39945828914642334
UMAP,Agglomerative,5,3627,0.4847356975078583
UMAP,Spectral,5,3627,0.4938388764858246
UMAP,KMeans,6,3627,0.4543902575969696
UMAP,GMM,6,3627,0.3552728593349457
UMAP,Agglomerative,6,3627,0.42579519748687744
UMAP,Spectral,6,3627,0.4425528347492218
MDS,KMeans,4,3627,0.3854951324602439
MDS,GMM,4,3627,0.56912228868689
MDS,Agglomerative,4,3627,0.38373762434996417
MDS,Spectral,4,3627,0.2681069132916679
MDS,KMeans,5,3627,0.40921920559904934
MDS,GMM,5,3627,0.3724527336821301
MDS,Agglomerative,5,3627,0.4090838863958284
MDS,Spectral,5,3627,0.25560475307766223
MDS,KMeans,6,3627,0.396875950117383
MDS,GMM,6,3627,0.40499839750637323
MDS,Agglomerative,6,3627,0.4140304403992483
MDS,Spectral,6,3627,0.23882615947956903
PCA,KMeans,4,5793,0.4863809316534468
PCA,GMM,4,5793,0.41986029057574326
PCA,Agglomerative,4,5793,0.48765134424796924
PCA,Spectral,4,5793,0.35808749973959464
PCA,KMeans,5,5793,0.5281900232358612
PCA,GMM,5,5793,0.3139283510831534
PCA,Agglomerative,5,5793,0.5521963523374787
PCA,Spectral,5,5793,0.3193613881228527
PCA,KMeans,6,5793,0.5680426055994776
PCA,GMM,6,5793,0.3450114327451788
PCA,Agglomerative,6,5793,0.5639881437960454
PCA,Spectral,6,5793,0.2875621523225612
UMAP,KMeans,4,5793,0.47041043639183044
UMAP,GMM,4,5793,0.4609569013118744
UMAP,Agglomerative,4,5793,0.44987934827804565
UMAP,Spectral,4,5793,0.4659614562988281
UMAP,KMeans,5,5793,0.4758926331996918
UMAP,GMM,5,5793,0.39188915491104126
UMAP,Agglomerative,5,5793,0.4490855634212494
UMAP,Spectral,5,5793,0.47709566354751587
UMAP,KMeans,6,5793,0.427998811006546
UMAP,GMM,6,5793,0.46217429637908936
UMAP,Agglomerative,6,5793,0.3906007409095764
UMAP,Spectral,6,5793,0.39638039469718933
MDS,KMeans,4,5793,0.38401033124051254
MDS,GMM,4,5793,0.38715387724732936
MDS,Agglomerative,4,5793,0.35817880633322385
MDS,Spectral,4,5793,0.26128355472264575
MDS,KMeans,5,5793,0.4069877838400882
MDS,GMM,5,5793,0.40229795370001326
MDS,Agglomerative,5,5793,0.3941280331299294
MDS,Spectral,5,5793,0.25528786259105124
MDS,KMeans,6,5793,0.41263722502575145
MDS,GMM,6,5793,0.40217173380037313
MDS,Agglomerative,6,5793,0.39951451223442935
MDS,Spectral,6,5793,0.2217076685216213
PCA,KMeans,4,2699,0.4863809316534468
PCA,GMM,4,2699,0.41986029057574326
PCA,Agglomerative,4,2699,0.48765134424796924
PCA,Spectral,4,2699,0.35808749973959464
PCA,KMeans,5,2699,0.5281900232358612
PCA,GMM,5,2699,0.12339455289482867
PCA,Agglomerative,5,2699,0.5521963523374787
PCA,Spectral,5,2699,0.3193613881228527
PCA,KMeans,6,2699,0.5680426055994776
PCA,GMM,6,2699,0.2682896581200606
PCA,Agglomerative,6,2699,0.5639881437960454
PCA,Spectral,6,2699,0.2875621523225612
UMAP,KMeans,4,2699,0.46307480335235596
UMAP,GMM,4,2699,0.4125984013080597
UMAP,Agglomerative,4,2699,0.4496421217918396
UMAP,Spectral,4,2699,0.4603751301765442
UMAP,KMeans,5,2699,0.46828752756118774
UMAP,GMM,5,2699,0.4115961790084839
UMAP,Agglomerative,5,2699,0.41794848442077637
UMAP,Spectral,5,2699,0.43491363525390625
UMAP,KMeans,6,2699,0.4353342056274414
UMAP,GMM,6,2699,0.378967821598053
UMAP,Agglomerative,6,2699,0.3858020305633545
UMAP,Spectral,6,2699,0.42717379331588745
MDS,KMeans,4,2699,0.3904095408737771
MDS,GMM,4,2699,0.4566279645343164
MDS,Agglomerative,4,2699,0.37597673514071167
MDS,Spectral,4,2699,0.23882943086228603
MDS,KMeans,5,2699,0.41318919082598793
MDS,GMM,5,2699,0.3883724856000098
MDS,Agglomerative,5,2699,0.3989510651524063
MDS,Spectral,5,2699,0.25188544079739633
MDS,KMeans,6,2699,0.4068182057569367
MDS,GMM,6,2699,0.406169341034715
MDS,Agglomerative,6,2699,0.4045891848899002
MDS,Spectral,6,2699,0.24980719305529342
PCA,KMeans,4,5012,0.4863809316534468
PCA,GMM,4,5012,0.41986029057574326
PCA,Agglomerative,4,5012,0.48765134424796924
PCA,Spectral,4,5012,0.35808749973959464
PCA,KMeans,5,5012,0.5265791069468279
PCA,GMM,5,5012,0.2807689809786663
PCA,Agglomerative,5,5012,0.5521963523374787
PCA,Spectral,5,5012,0.3193613881228527
PCA,KMeans,6,5012,0.56555838535161
PCA,GMM,6,5012,0.3450114327451788
PCA,Agglomerative,6,5012,0.5639881437960454
PCA,Spectral,6,5012,0.2875621523225612
UMAP,KMeans,4,5012,0.46370890736579895
UMAP,GMM,4,5012,0.45831915736198425
UMAP,Agglomerative,4,5012,0.4392619729042053
UMAP,Spectral,4,5012,0.45630767941474915
UMAP,KMeans,5,5012,0.46005183458328247
UMAP,GMM,5,5012,0.40753889083862305
UMAP,Agglomerative,5,5012,0.450497567653656
UMAP,Spectral,5,5012,0.453077107667923
UMAP,KMeans,6,5012,0.4463901221752167
UMAP,GMM,6,5012,0.3014084994792938
UMAP,Agglomerative,6,5012,0.42167654633522034
UMAP,Spectral,6,5012,0.42813318967819214
MDS,KMeans,4,5012,0.389751580344674
MDS,GMM,4,5012,0.38097998287769924
MDS,Agglomerative,4,5012,0.36265950379453976
MDS,Spectral,4,5012,0.2671484678098158
MDS,KMeans,5,5012,0.4030836046030783
MDS,GMM,5,5012,0.3872845224090185
MDS,Agglomerative,5,5012,0.392146630745038
MDS,Spectral,5,5012,0.24765385608226229
MDS,KMeans,6,5012,0.40482459053447
MDS,GMM,6,5012,0.39744008289252003
MDS,Agglomerative,6,5012,0.39629647504011456
MDS,Spectral,6,5012,0.24285147866044857
PCA,KMeans,4,4861,0.4863809316534468
PCA,GMM,4,4861,0.41986029057574326
PCA,Agglomerative,4,4861,0.48765134424796924
PCA,Spectral,4,4861,0.35808749973959464
PCA,KMeans,5,4861,0.5281900232358612
PCA,GMM,5,4861,0.12339455289482867
PCA,Agglomerative,5,4861,0.5521963523374787
PCA,Spectral,5,4861,0.3193613881228527
PCA,KMeans,6,4861,0.5668289329928428
PCA,GMM,6,4861,0.3450114327451788
PCA,Agglomerative,6,4861,0.5639881437960454
PCA,Spectral,6,4861,0.2875621523225612
UMAP,KMeans,4,4861,0.4568544924259186
UMAP,GMM,4,4861,0.3978135883808136
UMAP,Agglomerative,4,4861,0.40843841433525085
UMAP,Spectral,4,4861,0.4334878921508789
UMAP,KMeans,5,4861,0.46908068656921387
UMAP,GMM,5,4861,0.4125502407550812
UMAP,Agglomerative,5,4861,0.4384728968143463
UMAP,Spectral,5,4861,0.4685693383216858
UMAP,KMeans,6,4861,0.44857916235923767
UMAP,GMM,6,4861,0.3882388472557068
UMAP,Agglomerative,6,4861,0.4109870493412018
UMAP,Spectral,6,4861,0.405168354511261
MDS,KMeans,4,4861,0.3880766743580933
MDS,GMM,4,4861,0.592332638785359
MDS,Agglomerative,4,4861,0.38320721552395304
MDS,Spectral,4,4861,0.26326726061693684
MDS,KMeans,5,4861,0.40765581981446863
MDS,GMM,5,4861,0.39058156880690165
MDS,Agglomerative,5,4861,0.4058075600840882
MDS,Spectral,5,4861,0.2571760749224092
MDS,KMeans,6,4861,0.39964886042298003
MDS,GMM,6,4861,0.40218798672398565
MDS,Agglomerative,6,4861,0.41101165024350766
MDS,Spectral,6,4861,0.225485262123576
PCA,KMeans,4,7335,0.4863809316534468
PCA,GMM,4,7335,0.41986029057574326
PCA,Agglomerative,4,7335,0.48765134424796924
PCA,Spectral,4,7335,0.35808749973959464
PCA,KMeans,5,7335,0.5281900232358612
PCA,GMM,5,7335,0.315040205190891
PCA,Agglomerative,5,7335,0.5521963523374787
PCA,Spectral,5,7335,0.3193613881228527
PCA,KMeans,6,7335,0.5680426055994776
PCA,GMM,6,7335,0.3450114327451788
PCA,Agglomerative,6,7335,0.5639881437960454
PCA,Spectral,6,7335,0.2875621523225612
UMAP,KMeans,4,7335,0.4543679356575012
UMAP,GMM,4,7335,0.45127779245376587
UMAP,Agglomerative,4,7335,0.42168936133384705
UMAP,Spectral,4,7335,0.45127779245376587
UMAP,KMeans,5,7335,0.4666380286216736
UMAP,GMM,5,7335,0.3788478374481201
UMAP,Agglomerative,5,7335,0.39769527316093445
UMAP,Spectral,5,7335,0.4700872600078583
UMAP,KMeans,6,7335,0.4330311119556427
UMAP,GMM,6,7335,0.3882807791233063
UMAP,Agglomerative,6,7335,0.39574041962623596
UMAP,Spectral,6,7335,0.41653046011924744
MDS,KMeans,4,7335,0.38552063715855206
MDS,GMM,4,7335,0.3860092619159171
MDS,Agglomerative,4,7335,0.39001192452978656
MDS,Spectral,4,7335,0.27119155042475523
MDS,KMeans,5,7335,0.4081713259275437
MDS,GMM,5,7335,0.4063919499546674
MDS,Agglomerative,5,7335,0.40117378093236733
MDS,Spectral,5,7335,0.26239319941714295
MDS,KMeans,6,7335,0.4046332554543374
MDS,GMM,6,7335,0.40403715222196696
MDS,Agglomerative,6,7335,0.4100242340833525
MDS,Spectral,6,7335,0.24499516268463162
PCA,KMeans,4,3847,0.4863809316534468
PCA,GMM,4,3847,0.41986029057574326
PCA,Agglomerative,4,3847,0.48765134424796924
PCA,Spectral,4,3847,0.35808749973959464
PCA,KMeans,5,3847,0.5281900232358612
PCA,GMM,5,3847,0.2807689809786663
PCA,Agglomerative,5,3847,0.5521963523374787
PCA,Spectral,5,3847,0.3193613881228527
PCA,KMeans,6,3847,0.5680426055994776
PCA,GMM,6,3847,0.3450114327451788
PCA,Agglomerative,6,3847,0.5639881437960454
PCA,Spectral,6,3847,0.2875621523225612
UMAP,KMeans,4,3847,0.46260973811149597
UMAP,GMM,4,3847,0.45833414793014526
UMAP,Agglomerative,4,3847,0.4212082326412201
UMAP,Spectral,4,3847,0.4622080624103546
UMAP,KMeans,5,3847,0.46681156754493713
UMAP,GMM,5,3847,0.44805243611335754
UMAP,Agglomerative,5,3847,0.4535868465900421
UMAP,Spectral,5,3847,0.4527198374271393
UMAP,KMeans,6,3847,0.43747320771217346
UMAP,GMM,6,3847,0.3574298918247223
UMAP,Agglomerative,6,3847,0.43520328402519226
UMAP,Spectral,6,3847,0.40713486075401306
MDS,KMeans,4,3847,0.38941099062672757
MDS,GMM,4,3847,0.3809080593999497
MDS,Agglomerative,4,3847,0.3666021911000013
MDS,Spectral,4,3847,0.26659059267345836
MDS,KMeans,5,3847,0.39568882773354114
MDS,GMM,5,3847,0.38835705015268734
MDS,Agglomerative,5,3847,0.3701347577758112
MDS,Spectral,5,3847,0.25044939377231906
MDS,KMeans,6,3847,0.4054881450321611
MDS,GMM,6,3847,0.40977131285996377
MDS,Agglomerative,6,3847,0.3759205768547658
MDS,Spectral,6,3847,0.2265731667609218
PCA,KMeans,4,8146,0.4863809316534468
PCA,GMM,4,8146,0.41986029057574326
PCA,Agglomerative,4,8146,0.48765134424796924
PCA,Spectral,4,8146,0.35808749973959464
PCA,KMeans,5,8146,0.5281900232358612
PCA,GMM,5,8146,0.2807689809786663
PCA,Agglomerative,5,8146,0.5521963523374787
PCA,Spectral,5,8146,0.3193613881228527
PCA,KMeans,6,8146,0.56555838535161
PCA,GMM,6,8146,0.3450114327451788
PCA,Agglomerative,6,8146,0.5639881437960454
PCA,Spectral,6,8146,0.2875621523225612
UMAP,KMeans,4,8146,0.4637589156627655
UMAP,GMM,4,8146,0.46220681071281433
UMAP,Agglomerative,4,8146,0.464221715927124
UMAP,Spectral,4,8146,0.46430131793022156
UMAP,KMeans,5,8146,0.4795980453491211
UMAP,GMM,5,8146,0.41993430256843567
UMAP,Agglomerative,5,8146,0.46373921632766724
UMAP,Spectral,5,8146,0.47660955786705017
UMAP,KMeans,6,8146,0.4458347260951996
UMAP,GMM,6,8146,0.45561349391937256
UMAP,Agglomerative,6,8146,0.4382120668888092
UMAP,Spectral,6,8146,0.43870607018470764
MDS,KMeans,4,8146,0.3824984553862237
MDS,GMM,4,8146,0.45578937898721206
MDS,Agglomerative,4,8146,0.3854292486663892
MDS,Spectral,4,8146,0.2581390532697442
MDS,KMeans,5,8146,0.40898278435556956
MDS,GMM,5,8146,0.3944698109533138
MDS,Agglomerative,5,8146,0.4092451872495174
MDS,Spectral,5,8146,0.25411748906949744
MDS,KMeans,6,8146,0.39726174762810806
MDS,GMM,6,8146,0.40452206856725903
MDS,Agglomerative,6,8146,0.4133394060067901
MDS,Spectral,6,8146,0.2546653457891856
PCA,KMeans,4,6967,0.4863809316534468
PCA,GMM,4,6967,0.41986029057574326
PCA,Agglomerative,4,6967,0.48765134424796924
PCA,Spectral,4,6967,0.35808749973959464
PCA,KMeans,5,6967,0.5265791069468279
PCA,GMM,5,6967,0.12339455289482867
PCA,Agglomerative,5,6967,0.5521963523374787
PCA,Spectral,5,6967,0.3193613881228527
PCA,KMeans,6,6967,0.5668289329928428
PCA,GMM,6,6967,0.3450114327451788
PCA,Agglomerative,6,6967,0.5639881437960454
PCA,Spectral,6,6967,0.2875621523225612
UMAP,KMeans,4,6967,0.46188849210739136
UMAP,GMM,4,6967,0.4207775592803955
UMAP,Agglomerative,4,6967,0.4382856488227844
UMAP,Spectral,4,6967,0.4559688866138458
UMAP,KMeans,5,6967,0.4682520031929016
UMAP,GMM,5,6967,0.40882882475852966
UMAP,Agglomerative,5,6967,0.44228169322013855
UMAP,Spectral,5,6967,0.4395318627357483
UMAP,KMeans,6,6967,0.4509928524494171
UMAP,GMM,6,6967,0.40128859877586365
UMAP,Agglomerative,6,6967,0.4049732983112335
UMAP,Spectral,6,6967,0.4547191262245178
MDS,KMeans,4,6967,0.3841650724102375
MDS,GMM,4,6967,0.5925062735207652
MDS,Agglomerative,4,6967,0.3847595082081285
MDS,Spectral,4,6967,0.23440903034367508
MDS,KMeans,5,6967,0.40715894299514266
MDS,GMM,5,6967,0.3903916265288049
MDS,Agglomerative,5,6967,0.4076229278787288
MDS,Spectral,5,6967,0.25586170601815067
MDS,KMeans,6,6967,0.4009646216687424
MDS,GMM,6,6967,0.40781070334935926
MDS,Agglomerative,6,6967,0.4122768276092926
