method,algorithm,k,seed,silhouette
MDS,Spectral,6,6967,0.23415234647516314
PCA,KMeans,4,6230,0.4863809316534468
PCA,GMM,4,6230,0.41986029057574326
PCA,Agglomerative,4,6230,0.48765134424796924
PCA,Spectral,4,6230,0.35808749973959464
PCA,KMeans,5,6230,0.5281900232358612
PCA,GMM,5,6230,0.12339455289482867
PCA,Agglomerative,5,6230,0.5521963523374787
PCA,Spectral,5,6230,0.3193613881228527
PCA,KMeans,6,6230,0.5680426055994776
PCA,GMM,6,6230,0.3450114327451788
PCA,Agglomerative,6,6230,0.5639881437960454
PCA,Spectral,6,6230,0.2875621523225612
UMAP,KMeans,4,6230,0.44461774826049805
UMAP,GMM,4,6230,0.4186483323574066
UMAP,Agglomerative,4,6230,0.42905622720718384
UMAP,Spectral,4,6230,0.4184136986732483
UMAP,KMeans,5,6230,0.46129631996154785
UMAP,GMM,5,6230,0.3805627226829529
UMAP,Agglomerative,5,6230,0.4573666751384735
UMAP,Spectral,5,6230,0.4568999111652374
UMAP,KMeans,6,6230,0.42895960807800293
UMAP,GMM,6,6230,0.34173583984375
UMAP,Agglomerative,6,6230,0.4148528575897217
UMAP,Spectral,6,6230,0.41166287660598755
MDS,KMeans,4,6230,0.3925904797023377
MDS,GMM,4,6230,0.38321534628479026
MDS,Agglomerative,4,6230,0.3936366717176521
MDS,Spectral,4,6230,0.2532924346770367
MDS,KMeans,5,6230,0.41098002522020044
MDS,GMM,5,6230,0.39217575159877227
MDS,Agglomerative,5,6230,0.40964004522652236
MDS,Spectral,5,6230,0.25675049130075533
MDS,KMeans,6,6230,0.4171033411356306
MDS,GMM,6,6230,0.41052017520764483
MDS,Agglomerative,6,6230,0.41841648444472107
MDS,Spectral,6,6230,0.24573631441322427
PCA,KMeans,4,9496,0.4863809316534468
PCA,GMM,4,9496,0.41986029057574326
PCA,Agglomerative,4,9496,0.48765134424796924
PCA,Spectral,4,9496,0.35808749973959464
PCA,KMeans,5,9496,0.5265791069468279
PCA,GMM,5,9496,0.3139283510831534
PCA,Agglomerative,5,9496,0.5521963523374787
PCA,Spectral,5,9496,0.3193613881228527
PCA,KMeans,6,9496,0.5680426055994776
PCA,GMM,6,9496,0.30426570405825065
PCA,Agglomerative,6,9496,0.5639881437960454
PCA,Spectral,6,9496,0.2875621523225612
UMAP,KMeans,4,9496,0.4619683623313904
UMAP,GMM,4,9496,0.46198174357414246
UMAP,Agglomerative,4,9496,0.43206989765167236
UMAP,Spectral,4,9496,0.45869022607803345
UMAP,KMeans,5,9496,0.46496549248695374
UMAP,GMM,5,9496,0.4404139220714569
UMAP,Agglomerative,5,9496,0.4205317497253418
UMAP,Spectral,5,9496,0.4594905972480774
UMAP,KMeans,6,9496,0.43951401114463806
UMAP,GMM,6,9496,0.3903762698173523
UMAP,Agglomerative,6,9496,0.405707985162735
UMAP,Spectral,6,9496,0.42584478855133057
MDS,KMeans,4,9496,0.38707244635884697
MDS,GMM,4,9496,0.5924039723959402
MDS,Agglomerative,4,9496,0.3910511151846953
MDS,Spectral,4,9496,0.2736953615868171
MDS,KMeans,5,9496,0.40685574056929547
MDS,GMM,5,9496,0.39063376983462383
MDS,Agglomerative,5,9496,0.40878040779845987
MDS,Spectral,5,9496,0.25489926719016687
MDS,KMeans,6,9496,0.40203409960988024
MDS,GMM,6,9496,0.40346921646273315
MDS,Agglomerative,6,9496,0.4140109148688965
MDS,Spectral,6,9496,0.24313702144300803
PCA,KMeans,4,1311,0.4863809316534468
PCA,GMM,4,1311,0.41986029057574326
PCA,Agglomerative,4,1311,0.48765134424796924
PCA,Spectral,4,1311,0.35808749973959464
PCA,KMeans,5,1311,0.5281900232358612
PCA,GMM,5,1311,0.28144686719768014
PCA,Agglomerative,5,1311,0.5521963523374787
PCA,Spectral,5,1311,0.3193613881228527
PCA,KMeans,6,1311,0.5668289329928428
PCA,GMM,6,1311,0.3450114327451788
PCA,Agglomerative,6,1311,0.5639881437960454
PCA,Spectral,6,1311,0.2875621523225612
UMAP,KMeans,4,1311,0.4482463300228119
UMAP,GMM,4,1311,0.38195884227752686
UMAP,Agglomerative,4,1311,0.41801029443740845
UMAP,Spectral,4,1311,0.4303588271141052
UMAP,KMeans,5,1311,0.4572480618953705
UMAP,GMM,5,1311,0.3797639310359955
UMAP,Agglomerative,5,1311,0.4072127044200897
UMAP,Spectral,5,1311,0.45313888788223267
UMAP,KMeans,6,1311,0.44184330105781555
UMAP,GMM,6,1311,0.40316811203956604
UMAP,Agglomerative,6,1311,0.4097352623939514
UMAP,Spectral,6,1311,0.4352438747882843
MDS,KMeans,4,1311,0.39135428369609854
MDS,GMM,4,1311,0.382158871617399
MDS,Agglomerative,4,1311,0.39135428369609854
MDS,Spectral,4,1311,0.2680528501367688
MDS,KMeans,5,1311,0.3972188152830614
MDS,GMM,5,1311,0.3888401622132974
MDS,Agglomerative,5,1311,0.400783858370003
MDS,Spectral,5,1311,0.24980812988456177
MDS,KMeans,6,1311,0.4053351629468553
MDS,GMM,6,1311,0.3885833664867099
MDS,Agglomerative,6,1311,0.40603463303570136
MDS,Spectral,6,1311,0.24468115253683315
PCA,KMeans,4,8397,0.4863809316534468
PCA,GMM,4,8397,0.41986029057574326
PCA,Agglomerative,4,8397,0.48765134424796924
PCA,Spectral,4,8397,0.35808749973959464
PCA,KMeans,5,8397,0.5265791069468279
PCA,GMM,5,8397,0.3139283510831534
PCA,Agglomerative,5,8397,0.5521963523374787
PCA,Spectral,5,8397,0.3193613881228527
PCA,KMeans,6,8397,0.56555838535161
PCA,GMM,6,8397,0.3450114327451788
PCA,Agglomerative,6,8397,0.5639881437960454
PCA,Spectral,6,8397,0.2875621523225612
UMAP,KMeans,4,8397,0.4830065965652466
UMAP,GMM,4,8397,0.4899637997150421
UMAP,Agglomerative,4,8397,0.4831951856613159
UMAP,Spectral,4,8397,0.4848684072494507
UMAP,KMeans,5,8397,0.4912526309490204
UMAP,GMM,5,8397,0.439345121383667
UMAP,Agglomerative,5,8397,0.46416953206062317
UMAP,Spectral,5,8397,0.4788876175880432
UMAP,KMeans,6,8397,0.44293150305747986
UMAP,GMM,6,8397,0.405491441488266
UMAP,Agglomerative,6,8397,0.423655241727829
UMAP,Spectral,6,8397,0.4256260395050049
MDS,KMeans,4,8397,0.3902474513458648
MDS,GMM,4,8397,0.5930072462491568
MDS,Agglomerative,4,8397,0.3911428391687873
MDS,Spectral,4,8397,0.26694287646329634
MDS,KMeans,5,8397,0.4118880844744541
MDS,GMM,5,8397,0.3897183081750132
MDS,Agglomerative,5,8397,0.40566429708579677
MDS,Spectral,5,8397,0.24077030599430949
MDS,KMeans,6,8397,0.4100350673938043
MDS,GMM,6,8397,0.40320128437107977
MDS,Agglomerative,6,8397,0.4109295906405429
MDS,Spectral,6,8397,0.2458524941605294
PCA,KMeans,4,7923,0.4863809316534468
PCA,GMM,4,7923,0.10630886691310956
PCA,Agglomerative,4,7923,0.48765134424796924
PCA,Spectral,4,7923,0.35808749973959464
PCA,KMeans,5,7923,0.5281900232358612
PCA,GMM,5,7923,0.2807689809786663
PCA,Agglomerative,5,7923,0.5521963523374787
PCA,Spectral,5,7923,0.3193613881228527
PCA,KMeans,6,7923,0.5668289329928428
PCA,GMM,6,7923,0.3450114327451788
PCA,Agglomerative,6,7923,0.5639881437960454
PCA,Spectral,6,7923,0.2875621523225612
UMAP,KMeans,4,7923,0.4744749069213867
UMAP,GMM,4,7923,0.4075426757335663
UMAP,Agglomerative,4,7923,0.43735161423683167
UMAP,Spectral,4,7923,0.44183722138404846
UMAP,KMeans,5,7923,0.4707883298397064
UMAP,GMM,5,7923,0.3847478926181793
UMAP,Agglomerative,5,7923,0.44044995307922363
UMAP,Spectral,5,7923,0.464545875787735
UMAP,KMeans,6,7923,0.4461911618709564
UMAP,GMM,6,7923,0.3945201337337494
UMAP,Agglomerative,6,7923,0.4360988736152649
UMAP,Spectral,6,7923,0.4366145133972168
MDS,KMeans,4,7923,0.39174150502992955
MDS,GMM,4,7923,0.38631756701833925
MDS,Agglomerative,4,7923,0.388481518033936
MDS,Spectral,4,7923,0.2386605216882584
MDS,KMeans,5,7923,0.40212926838224794
MDS,GMM,5,7923,0.3921150167261244
MDS,Agglomerative,5,7923,0.40881248754302985
MDS,Spectral,5,7923,0.2592983672406537
MDS,KMeans,6,7923,0.40576579211710384
MDS,GMM,6,7923,0.4042929541300648
MDS,Agglomerative,6,7923,0.41439920926503915
MDS,Spectral,6,7923,0.24501782968011093
PCA,KMeans,4,2111,0.4863809316534468
PCA,GMM,4,2111,0.41986029057574326
PCA,Agglomerative,4,2111,0.48765134424796924
PCA,Spectral,4,2111,0.35808749973959464
PCA,KMeans,5,2111,0.5281900232358612
PCA,GMM,5,2111,0.12339455289482867
PCA,Agglomerative,5,2111,0.5521963523374787
PCA,Spectral,5,2111,0.3193613881228527
PCA,KMeans,6,2111,0.5680426055994776
PCA,GMM,6,2111,0.3450114327451788
PCA,Agglomerative,6,2111,0.5639881437960454
PCA,Spectral,6,2111,0.2875621523225612
UMAP,KMeans,4,2111,0.47855710983276367
UMAP,GMM,4,2111,0.4290006756782532
UMAP,Agglomerative,4,2111,0.4580453038215637
UMAP,Spectral,4,2111,0.46717607975006104
UMAP,KMeans,5,2111,0.4945591688156128
UMAP,GMM,5,2111,0.392677366733551
UMAP,Agglomerative,5,2111,0.4849267303943634
UMAP,Spectral,5,2111,0.4945591688156128
UMAP,KMeans,6,2111,0.452112078666687
UMAP,GMM,6,2111,0.43272456526756287
UMAP,Agglomerative,6,2111,0.4315645694732666
UMAP,Spectral,6,2111,0.452112078666687
MDS,KMeans,4,2111,0.38973863146386084
MDS,GMM,4,2111,0.3758347089697472
MDS,Agglomerative,4,2111,0.33420345458176226
MDS,Spectral,4,2111,0.24460949447524302
MDS,KMeans,5,2111,0.4103828494676564
MDS,GMM,5,2111,0.3908742766220247
MDS,Agglomerative,5,2111,0.3742621728813899
MDS,Spectral,5,2111,0.23411580896456724
MDS,KMeans,6,2111,0.4141473793452944
MDS,GMM,6,2111,0.25899823416387446
MDS,Agglomerative,6,2111,0.38078230430350946
MDS,Spectral,6,2111,0.2151526970340198
PCA,KMeans,4,7287,0.4863809316534468
PCA,GMM,4,7287,0.41986029057574326
PCA,Agglomerative,4,7287,0.48765134424796924
PCA,Spectral,4,7287,0.35808749973959464
PCA,KMeans,5,7287,0.5269802136219324
PCA,GMM,5,7287,0.3139283510831534
PCA,Agglomerative,5,7287,0.5521963523374787
PCA,Spectral,5,7287,0.3193613881228527
PCA,KMeans,6,7287,0.56555838535161
PCA,GMM,6,7287,0.3450114327451788
PCA,Agglomerative,6,7287,0.5639881437960454
PCA,Spectral,6,7287,0.2875621523225612
UMAP,KMeans,4,7287,0.47764572501182556
UMAP,GMM,4,7287,0.4280768930912018
UMAP,Agglomerative,4,7287,0.47175952792167664
UMAP,Spectral,4,7287,0.44656866788864136
UMAP,KMeans,5,7287,0.4933311641216278
UMAP,GMM,5,7287,0.4487605094909668
UMAP,Agglomerative,5,7287,0.4487505853176117
UMAP,Spectral,5,7287,0.4815714657306671
UMAP,KMeans,6,7287,0.4356607496738434
UMAP,GMM,6,7287,0.39161041378974915
UMAP,Agglomerative,6,7287,0.3975937068462372
UMAP,Spectral,6,7287,0.41563278436660767
MDS,KMeans,4,7287,0.39097354045612753
MDS,GMM,4,7287,0.38208161796952284
MDS,Agglomerative,4,7287,0.3934631081639343
MDS,Spectral,4,7287,0.26763583043832
MDS,KMeans,5,7287,0.4047664205523586
MDS,GMM,5,7287,0.3877526337185621
MDS,Agglomerative,5,7287,0.4055894755361117
MDS,Spectral,5,7287,0.2534023530702317
MDS,KMeans,6,7287,0.4061608351358302
MDS,GMM,6,7287,0.39849863763157567
MDS,Agglomerative,6,7287,0.40967008049524317
MDS,Spectral,6,7287,0.22001133967120706
PCA,KMeans,4,3396,0.4863809316534468
PCA,GMM,4,3396,0.41986029057574326
PCA,Agglomerative,4,3396,0.48765134424796924
PCA,Spectral,4,3396,0.35808749973959464
PCA,KMeans,5,3396,0.5281900232358612
PCA,GMM,5,3396,0.12339455289482867
PCA,Agglomerative,5,3396,0.5521963523374787
PCA,Spectral,5,3396,0.3193613881228527
PCA,KMeans,6,3396,0.5680426055994776
PCA,GMM,6,3396,0.3450114327451788
PCA,Agglomerative,6,3396,0.5639881437960454
PCA,Spectral,6,3396,0.2875621523225612
UMAP,KMeans,4,3396,0.4582691490650177
UMAP,GMM,4,3396,0.4501577913761139
UMAP,Agglomerative,4,3396,0.4257339537143707
UMAP,Spectral,4,3396,0.439347505569458
UMAP,KMeans,5,3396,0.4702455401420593
UMAP,GMM,5,3396,0.39589303731918335
UMAP,Agglomerative,5,3396,0.4414239525794983
UMAP,Spectral,5,3396,0.4686478078365326
UMAP,KMeans,6,3396,0.43664950132369995
UMAP,GMM,6,3396,0.32274019718170166
UMAP,Agglomerative,6,3396,0.4279909133911133
UMAP,Spectral,6,3396,0.44219669699668884
MDS,KMeans,4,3396,0.3858471677891949
MDS,GMM,4,3396,0.5691871642702118
MDS,Agglomerative,4,3396,0.3794779381173381
MDS,Spectral,4,3396,0.2544176317491831
MDS,KMeans,5,3396,0.4088005401331644
MDS,GMM,5,3396,0.3904615110967169
MDS,Agglomerative,5,3396,0.4071803229375972
MDS,Spectral,5,3396,0.2549856031658096
MDS,KMeans,6,3396,0.4020407683810081
MDS,GMM,6,3396,0.35263375290441124
MDS,Agglomerative,6,3396,0.41159154264638653
MDS,Spectral,6,3396,0.2403713020068545
PCA,KMeans,4,5539,0.4863809316534468
PCA,GMM,4,5539,0.10630886691310956
PCA,Agglomerative,4,5539,0.48765134424796924
PCA,Spectral,4,5539,0.35808749973959464
PCA,KMeans,5,5539,0.5281900232358612
PCA,GMM,5,5539,0.12339455289482867
PCA,Agglomerative,5,5539,0.5521963523374787
PCA,Spectral,5,5539,0.3193613881228527
PCA,KMeans,6,5539,0.5680426055994776
PCA,GMM,6,5539,0.3450114327451788
PCA,Agglomerative,6,5539,0.5639881437960454
PCA,Spectral,6,5539,0.2875621523225612
UMAP,KMeans,4,5539,0.47368839383125305
UMAP,GMM,4,5539,0.43504518270492554
UMAP,Agglomerative,4,5539,0.4623108506202698
UMAP,Spectral,4,5539,0.4731181561946869
UMAP,KMeans,5,5539,0.49150222539901733
UMAP,GMM,5,5539,0.4087286591529846
UMAP,Agglomerative,5,5539,0.46640345454216003
UMAP,Spectral,5,5539,0.48772820830345154
UMAP,KMeans,6,5539,0.44417619705200195
UMAP,GMM,6,5539,0.42216354608535767
UMAP,Agglomerative,6,5539,0.43377596139907837
UMAP,Spectral,6,5539,0.4400571584701538
MDS,KMeans,4,5539,0.3880639909536113
MDS,GMM,4,5539,0.3854204590401202
MDS,Agglomerative,4,5539,0.39171529445770725
MDS,Spectral,4,5539,0.2591593589024045
MDS,KMeans,5,5539,0.41471693064319576
MDS,GMM,5,5539,0.39185780747477017
MDS,Agglomerative,5,5539,0.4097485405085816
MDS,Spectral,5,5539,0.25519439302926294
MDS,KMeans,6,5539,0.4039210279679767
MDS,GMM,6,5539,0.40511481662605653
MDS,Agglomerative,6,5539,0.4165245014618765
MDS,Spectral,6,5539,0.2241070125313204
PCA,KMeans,4,4459,0.4863809316534468
PCA,GMM,4,4459,0.10630886691310956
PCA,Agglomerative,4,4459,0.48765134424796924
PCA,Spectral,4,4459,0.35808749973959464
PCA,KMeans,5,4459,0.5281900232358612
PCA,GMM,5,4459,0.3139283510831534
PCA,Agglomerative,5,4459,0.5521963523374787
PCA,Spectral,5,4459,0.3193613881228527
PCA,KMeans,6,4459,0.5680426055994776
PCA,GMM,6,4459,0.3450114327451788
PCA,Agglomerative,6,4459,0.5639881437960454
PCA,Spectral,6,4459,0.2875621523225612
UMAP,KMeans,4,4459,0.48730191588401794
UMAP,GMM,4,4459,0.4836743175983429
UMAP,Agglomerative,4,4459,0.4656473696231842
UMAP,Spectral,4,4459,0.48413386940956116
UMAP,KMeans,5,4459,0.4810079038143158
UMAP,GMM,5,4459,0.4683060944080353
UMAP,Agglomerative,5,4459,0.4384555220603943
UMAP,Spectral,5,4459,0.4808759391307831
UMAP,KMeans,6,4459,0.4445369243621826
UMAP,GMM,6,4459,0.434018075466156
UMAP,Agglomerative,6,4459,0.3999986946582794
UMAP,Spectral,6,4459,0.4424879848957062
MDS,KMeans,4,4459,0.3924930256699523
MDS,GMM,4,4459,0.38570276783884744
MDS,Agglomerative,4,4459,0.39038679305489504
MDS,Spectral,4,4459,0.2500453997015065
MDS,KMeans,5,4459,0.4070805827860836
MDS,GMM,5,4459,0.4025178285380423
MDS,Agglomerative,5,4459,0.4081585561462493
MDS,Spectral,5,4459,0.24963890067112945
MDS,KMeans,6,4459,0.39916865943435875
MDS,GMM,6,4459,0.38840274930776686
MDS,Agglomerative,6,4459,0.412538638626982
MDS,Spectral,6,4459,0.25759268568985016
PCA,KMeans,4,6384,0.4863809316534468
PCA,GMM,4,6384,0.41986029057574326
PCA,Agglomerative,4,6384,0.48765134424796924
PCA,Spectral,4,6384,0.35808749973959464
PCA,KMeans,5,6384,0.5281900232358612
PCA,GMM,5,6384,0.2807689809786663
PCA,Agglomerative,5,6384,0.5521963523374787
PCA,Spectral,5,6384,0.3193613881228527
PCA,KMeans,6,6384,0.5680426055994776
PCA,GMM,6,6384,0.3017440536745064
PCA,Agglomerative,6,6384,0.5639881437960454
PCA,Spectral,6,6384,0.2875621523225612
UMAP,KMeans,4,6384,0.4685836732387543
UMAP,GMM,4,6384,0.42495250701904297
UMAP,Agglomerative,4,6384,0.46357643604278564
UMAP,Spectral,4,6384,0.47068673372268677
UMAP,KMeans,5,6384,0.4738014042377472
UMAP,GMM,5,6384,0.40129560232162476
UMAP,Agglomerative,5,6384,0.44074827432632446
UMAP,Spectral,5,6384,0.4754120707511902
UMAP,KMeans,6,6384,0.4314989149570465
UMAP,GMM,6,6384,0.4469337463378906
UMAP,Agglomerative,6,6384,0.3863055109977722
UMAP,Spectral,6,6384,0.4333420693874359
MDS,KMeans,4,6384,0.3838499827071086
MDS,GMM,4,6384,0.3886836606155464
MDS,Agglomerative,4,6384,0.3829534109291528
MDS,Spectral,4,6384,0.2580570983206816
MDS,KMeans,5,6384,0.40909481898255373
MDS,GMM,5,6384,0.40289643989253815
MDS,Agglomerative,5,6384,0.39380168057315895
MDS,Spectral,5,6384,0.25512187789351376
MDS,KMeans,6,6384,0.41509261286739846
MDS,GMM,6,6384,0.3874505385946826
MDS,Agglomerative,6,6384,0.3994156802077998
MDS,Spectral,6,6384,0.25961243421686
PCA,KMeans,4,2694,0.4863809316534468
PCA,GMM,4,2694,0.41986029057574326
PCA,Agglomerative,4,2694,0.48765134424796924
PCA,Spectral,4,2694,0.35808749973959464
PCA,KMeans,5,2694,0.5522535704424655
PCA,GMM,5,2694,0.12339455289482867
PCA,Agglomerative,5,2694,0.5521963523374787
PCA,Spectral,5,2694,0.3193613881228527
PCA,KMeans,6,2694,0.5680426055994776
PCA,GMM,6,2694,0.3450114327451788
PCA,Agglomerative,6,2694,0.5639881437960454
PCA,Spectral,6,2694,0.2875621523225612
UMAP,KMeans,4,2694,0.45823362469673157
UMAP,GMM,4,2694,0.42406171560287476
UMAP,Agglomerative,4,2694,0.43887248635292053
UMAP,Spectral,4,2694,0.42572036385536194
UMAP,KMeans,5,2694,0.47639432549476624
UMAP,GMM,5,2694,0.4302346408367157
UMAP,Agglomerative,5,2694,0.4485059082508087
UMAP,Spectral,5,2694,0.4793574810028076
UMAP,KMeans,6,2694,0.41230717301368713
UMAP,GMM,6,2694,0.3498368263244629
UMAP,Agglomerative,6,2694,0.4031015932559967
UMAP,Spectral,6,2694,0.4022279381752014
MDS,KMeans,4,2694,0.3898737880256804
MDS,GMM,4,2694,0.5919457824341962
MDS,Agglomerative,4,2694,0.39246616520744193
MDS,Spectral,4,2694,0.2577622504621842
MDS,KMeans,5,2694,0.4057837896615865
MDS,GMM,5,2694,0.3875464080212481
MDS,Agglomerative,5,2694,0.4049150413604431
MDS,Spectral,5,2694,0.2630955249673253
MDS,KMeans,6,2694,0.40132586576514634
MDS,GMM,6,2694,0.41500353732776246
MDS,Agglomerative,6,2694,0.409410572412444
MDS,Spectral,6,2694,0.24904552517402814
PCA,KMeans,4,7954,0.4863809316534468
PCA,GMM,4,7954,0.41986029057574326
PCA,Agglomerative,4,7954,0.48765134424796924
PCA,Spectral,4,7954,0.35808749973959464
PCA,KMeans,5,7954,0.5551844750384182
PCA,GMM,5,7954,0.2807689809786663
PCA,Agglomerative,5,7954,0.5521963523374787
PCA,Spectral,5,7954,0.3193613881228527
PCA,KMeans,6,7954,0.56555838535161
PCA,GMM,6,7954,0.3450114327451788
PCA,Agglomerative,6,7954,0.5639881437960454
PCA,Spectral,6,7954,0.2875621523225612
UMAP,KMeans,4,7954,0.4641740918159485
UMAP,GMM,4,7954,0.4495267868041992
UMAP,Agglomerative,4,7954,0.397035151720047
UMAP,Spectral,4,7954,0.46252232789993286
UMAP,KMeans,5,7954,0.4617185592651367
UMAP,GMM,5,7954,0.4024066627025604
UMAP,Agglomerative,5,7954,0.4363073706626892
UMAP,Spectral,5,7954,0.4355102479457855
UMAP,KMeans,6,7954,0.4328988492488861
UMAP,GMM,6,7954,0.3712959587574005
UMAP,Agglomerative,6,7954,0.3768986463546753
UMAP,Spectral,6,7954,0.40646088123321533
MDS,KMeans,4,7954,0.39457326447678287
MDS,GMM,4,7954,0.5699070009590644
MDS,Agglomerative,4,7954,0.38994459917920254
MDS,Spectral,4,7954,0.2584666792975202
MDS,KMeans,5,7954,0.4037904595163898
MDS,GMM,5,7954,0.37802746162462586
MDS,Agglomerative,5,7954,0.4021918547472024
MDS,Spectral,5,7954,0.26021599762054776
MDS,KMeans,6,7954,0.4035535607777379
MDS,GMM,6,7954,0.40327680181564224
MDS,Agglomerative,6,7954,0.40978734804433836
MDS,Spectral,6,7954,0.26149352569387235
PCA,KMeans,4,4893,0.4863809316534468
PCA,GMM,4,4893,0.10630886691310956
PCA,Agglomerative,4,4893,0.48765134424796924
PCA,Spectral,4,4893,0.35808749973959464
PCA,KMeans,5,4893,0.5281900232358612
PCA,GMM,5,4893,0.2807689809786663
PCA,Agglomerative,5,4893,0.5521963523374787
PCA,Spectral,5,4893,0.3193613881228527
PCA,KMeans,6,4893,0.5680426055994776
PCA,GMM,6,4893,0.3017440536745064
PCA,Agglomerative,6,4893,0.5639881437960454
PCA,Spectral,6,4893,0.2875621523225612
UMAP,KMeans,4,4893,0.46088168025016785
UMAP,GMM,4,4893,0.44678643345832825
UMAP,Agglomerative,4,4893,0.4129752218723297
UMAP,Spectral,4,4893,0.4575592279434204
UMAP,KMeans,5,4893,0.4574029743671417
UMAP,GMM,5,4893,0.35026368498802185
UMAP,Agglomerative,5,4893,0.4109065532684326
UMAP,Spectral,5,4893,0.45139744877815247
UMAP,KMeans,6,4893,0.4261697828769684
UMAP,GMM,6,4893,0.3673926293849945
UMAP,Agglomerative,6,4893,0.38833174109458923
UMAP,Spectral,6,4893,0.4138498604297638
MDS,KMeans,4,4893,0.3883249011519259
MDS,GMM,4,4893,0.3021045307079156
MDS,Agglomerative,4,4893,0.37747006087375584
MDS,Spectral,4,4893,0.2426524460847006
MDS,KMeans,5,4893,0.417378464140834
MDS,GMM,5,4893,0.42025159287936475
MDS,Agglomerative,5,4893,0.40261368968553846
MDS,Spectral,5,4893,0.2427082644875106
MDS,KMeans,6,4893,0.426976692073538
MDS,GMM,6,4893,0.42262457365626926
MDS,Agglomerative,6,4893,0.41453030538167773
MDS,Spectral,6,4893,0.23017101786276517
PCA,KMeans,4,9387,0.4863809316534468
PCA,GMM,4,9387,0.41986029057574326
PCA,Agglomerative,4,9387,0.48765134424796924
PCA,Spectral,4,9387,0.35808749973959464
PCA,KMeans,5,9387,0.5281900232358612
PCA,GMM,5,9387,0.12339455289482867
PCA,Agglomerative,5,9387,0.5521963523374787
PCA,Spectral,5,9387,0.3193613881228527
PCA,KMeans,6,9387,0.5668289329928428
PCA,GMM,6,9387,0.3450114327451788
PCA,Agglomerative,6,9387,0.5639881437960454
PCA,Spectral,6,9387,0.2875621523225612
UMAP,KMeans,4,9387,0.4626760184764862
UMAP,GMM,4,9387,0.46794021129608154
UMAP,Agglomerative,4,9387,0.4595896303653717
UMAP,Spectral,4,9387,0.46906906366348267
UMAP,KMeans,5,9387,0.4575817584991455
UMAP,GMM,5,9387,0.41520652174949646
UMAP,Agglomerative,5,9387,0.445491224527359
UMAP,Spectral,5,9387,0.4731524884700775
UMAP,KMeans,6,9387,0.4334031641483307
UMAP,GMM,6,9387,0.38444754481315613
UMAP,Agglomerative,6,9387,0.4257373511791229
UMAP,Spectral,6,9387,0.41176217794418335
MDS,KMeans,4,9387,0.3949863502660203
MDS,GMM,4,9387,0.3878902687740793
MDS,Agglomerative,4,9387,0.39212073728274394
MDS,Spectral,4,9387,0.26935025869486223
MDS,KMeans,5,9387,0.40899644856436573
MDS,GMM,5,9387,0.3804040113881607
MDS,Agglomerative,5,9387,0.41082434214489466
MDS,Spectral,5,9387,0.2618218994223401
MDS,KMeans,6,9387,0.41259086104076675
MDS,GMM,6,9387,0.4094119820167345
MDS,Agglomerative,6,9387,0.41715946946275867
MDS,Spectral,6,9387,0.23082720040356475
PCA,KMeans,4,8091,0.4863809316534468
PCA,GMM,4,8091,0.41986029057574326
PCA,Agglomerative,4,8091,0.48765134424796924
PCA,Spectral,4,8091,0.35808749973959464
PCA,KMeans,5,8091,0.5265791069468279
PCA,GMM,5,8091,0.12339455289482867
PCA,Agglomerative,5,8091,0.5521963523374787
PCA,Spectral,5,8091,0.3193613881228527
PCA,KMeans,6,8091,0.56555838535161
PCA,GMM,6,8091,0.3450114327451788
PCA,Agglomerative,6,8091,0.5639881437960454
PCA,Spectral,6,8091,0.2875621523225612
UMAP,KMeans,4,8091,0.4629685580730438
UMAP,GMM,4,8091,0.3993220925331116
UMAP,Agglomerative,4,8091,0.41779977083206177
UMAP,Spectral,4,8091,0.4527648687362671
UMAP,KMeans,5,8091,0.4629497230052948
UMAP,GMM,5,8091,0.38283807039260864
UMAP,Agglomerative,5,8091,0.4211685359477997
UMAP,Spectral,5,8091,0.4458897113800049
UMAP,KMeans,6,8091,0.46431830525398254
UMAP,GMM,6,8091,0.403450071811676
UMAP,Agglomerative,6,8091,0.42059755325317383
UMAP,Spectral,6,8091,0.4551496207714081
MDS,KMeans,4,8091,0.3911891974942634
MDS,GMM,4,8091,0.38746605565926573
MDS,Agglomerative,4,8091,0.38181615504959426
MDS,Spectral,4,8091,0.26495071205979215
MDS,KMeans,5,8091,0.3983446700142512
MDS,GMM,5,8091,0.3934808730752742
MDS,Agglomerative,5,8091,0.41019129302394586
MDS,Spectral,5,8091,0.25954101600892016
MDS,KMeans,6,8091,0.4086570448666096
MDS,GMM,6,8091,0.4178052458985674
MDS,Agglomerative,6,8091,0.42358589561668225
MDS,Spectral,6,8091,0.2263061352164419
PCA,KMeans,4,2981,0.4863809316534468
PCA,GMM,4,2981,0.10630886691310956
PCA,Agglomerative,4,2981,0.48765134424796924
PCA,Spectral,4,2981,0.35808749973959464
PCA,KMeans,5,2981,0.5281900232358612
PCA,GMM,5,2981,0.28144686719768014
PCA,Agglomerative,5,2981,0.5521963523374787
PCA,Spectral,5,2981,0.3193613881228527
PCA,KMeans,6,2981,0.5680426055994776
PCA,GMM,6,2981,0.3450114327451788
PCA,Agglomerative,6,2981,0.5639881437960454
PCA,Spectral,6,2981,0.2875621523225612
UMAP,KMeans,4,2981,0.46802347898483276
UMAP,GMM,4,2981,0.4522804915904999
UMAP,Agglomerative,4,2981,0.44840672612190247
UMAP,Spectral,4,2981,0.4658108949661255
UMAP,KMeans,5,2981,0.47708365321159363
